anio,mes,municipio_id,municipio_nombre,monto
2010,5,06644,Pinamar,36398.88
2010,5,06648,Presidente Perón,79786.49
2010,5,06651,Puán,17665.57
2010,5,06655,Punta Indio,23586.46
2010,5,06658,Quilmes,292744.89
2010,5,06665,Ramallo,39699.09
2010,5,06672,Rauch,24945.36
2010,5,06679,Rivadavia,26304.24
2010,5,06686,Rojas,28536.71
2010,5,06693,Roque Pérez,27760.21
2010,5,06700,Saavedra,21159.86
2010,5,06707,Saladillo,34651.75
2010,5,06721,Salliqueló,14850.7
2010,5,06714,Salto,32613.38
2010,5,06728,San Andrés de Giles,36398.88
2010,5,06735,San Antonio de Areco,28051.4
2010,5,06742,San Cayetano,20480.41
2010,5,06749,San Fernando,133462.89
2010,5,06756,San Isidro,100072.88
2010,5,06760,San Miguel,182286.09
2010,5,06763,San Nicolás,100461.13
2010,5,06770,San Pedro,56297.03
2010,5,06778,San Vicente,67265.25
2010,5,06784,Suipacha,17762.63
2010,5,06791,Tandil,75127.44
2010,5,06798,Tapalqué,15918.4
2010,5,06805,Tigre,199563.47
2010,5,06812,Tordillo,11938.78
2010,5,06819,Tornquist,18053.82
2010,5,06826,Trenque Lauquen,33486.98
2010,5,06833,Tres Arroyos,51152.63
2010,5,06840,Tres de Febrero,128027.28
2010,5,06847,Tres Lomas,16986.11
2010,5,06854,25 de Mayo,34360.54
2010,5,06861,Vicente López,75030.35
2010,5,06868,Villa Gesell,35137.06
2010,5,06875,Villarino,39019.62
2010,5,06882,Zárate,82989.59
2010,6,06007,Adolfo Alsina,17818.67
2010,6,06014,Adolfo Gonzales Chaves,21636.95
2010,6,06021,Alberti,16454.98
2010,6,06028,Almirante Brown,261553.9
2010,6,06077,Arrecifes,34364.66
2010,6,06035,Avellaneda,162005.16
2010,6,06042,Ayacucho,21273.3
2010,6,06049,Azul,46455.95
2010,6,06056,Bahía Blanca,156459.55
2010,6,06063,Balcarce,42183.12
2010,6,06070,Baradero,34182.83
2010,6,06084,Benito Juárez,20636.93
2010,6,06091,Berazategui,162732.47
2010,6,06098,Berisso,71729.51
2010,6,06105,Bolívar,28728.1
2010,6,06112,Bragado,34728.31
2010,6,06119,Brandsen,28455.39
2010,6,06126,Campana,73184.12
2010,6,06134,Cañuelas,40455.77
2010,6,06140,Capitán Sarmiento,21455.14
2010,6,06147,Carlos Casares,20364.22
2010,6,06154,Carlos Tejedor,23000.64
2010,6,06161,Carmen de Areco,27091.69
2010,6,06168,Castelli,21000.59
2010,6,06210,Chacabuco,35728.36
2010,6,06218,Chascomús,27455.36
2010,6,06224,Chivilcoy,36546.54
